-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 11/01/2021 through 03/09/2022 
Location: Latitude  26.5064   Longitude 80.2808 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 130.11 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/hour) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
SZA                     CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W/m^2) 
-END HEADER-
YEAR,MO,DY,HR,WD10M,WS10M,PS,PRECTOTCORR,RH2M,QV2M,ALLSKY_SFC_LW_DWN,T2MWET,T2M,T2MDEW,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVB,ALLSKY_SFC_UVA,SZA,ALLSKY_SRF_ALB,ALLSKY_SFC_SW_DWN
2021,12,8,12,269.21,3.4,100.28,0.0,55.44,8.73,-999.0,16.66,21.26,12.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,13,273.19,3.23,100.2,0.0,56.12,8.91,-999.0,16.81,21.32,12.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,14,277.55,2.73,100.17,0.0,58.88,9.09,-999.0,16.83,20.95,12.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,15,284.09,1.99,100.15,0.0,65.25,9.58,-999.0,16.73,20.05,13.42,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,16,295.37,1.51,100.16,0.0,73.88,9.52,-999.0,15.68,18.01,13.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,17,310.85,1.37,100.19,0.0,68.06,8.24,-999.0,14.08,17.01,11.15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,18,327.74,1.13,100.25,0.0,67.31,8.0,-999.0,13.71,16.71,10.71,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,19,344.74,0.89,100.33,0.0,67.19,7.81,-999.0,13.37,16.37,10.36,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,20,2.52,0.71,100.38,0.0,67.12,7.69,-999.0,13.12,16.13,10.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,21,30.47,0.62,100.4,0.0,67.44,7.57,-999.0,12.87,15.83,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,22,63.43,0.65,100.43,0.0,69.62,7.51,-999.0,12.52,15.24,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,8,23,89.45,0.82,100.41,0.0,72.19,7.45,-999.0,12.15,14.59,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,0,104.99,1.03,100.37,0.0,73.94,7.45,-999.0,11.89,14.15,9.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,1,111.45,1.18,100.32,0.0,77.06,7.39,-999.0,11.49,13.44,9.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,2,113.15,1.29,100.3,0.0,80.5,7.39,-999.0,11.08,12.72,9.46,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,3,112.11,1.35,100.3,0.0,83.19,7.39,-999.0,10.8,12.18,9.42,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,4,109.33,1.42,100.33,0.0,85.06,7.32,-999.0,10.6,11.82,9.38,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,5,106.93,1.5,100.39,0.0,88.12,7.32,-999.0,10.3,11.26,9.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,6,103.32,1.53,100.45,0.0,90.38,7.32,-999.0,10.09,10.86,9.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,7,96.56,1.37,100.55,0.0,89.12,7.93,-999.0,11.44,12.31,10.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,8,85.68,1.35,100.62,0.0,81.38,8.12,-999.0,12.53,14.08,10.97,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,9,69.23,0.97,100.67,0.0,76.62,8.85,-999.0,14.37,16.4,12.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,10,19.16,0.79,100.62,0.0,57.56,8.36,-999.0,15.74,20.01,11.47,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,11,333.62,1.09,100.55,0.0,53.5,8.36,-999.0,16.32,21.2,11.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,12,314.76,1.3,100.44,0.0,52.75,8.54,-999.0,16.69,21.7,11.69,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,13,300.53,1.41,100.36,0.0,53.31,8.67,-999.0,16.87,21.8,11.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,14,297.77,1.32,100.31,0.0,55.94,8.91,-999.0,16.91,21.45,12.37,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,15,302.5,1.05,100.3,0.0,60.0,9.16,-999.0,16.8,20.78,12.83,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,16,322.43,0.9,100.32,0.0,65.81,9.09,-999.0,15.87,19.1,12.65,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,17,344.98,0.99,100.4,0.0,65.12,8.24,-999.0,14.44,17.72,11.17,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,18,359.59,1.1,100.47,0.0,66.5,8.0,-999.0,13.88,16.98,10.78,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,19,10.8,1.21,100.51,0.0,67.25,7.81,-999.0,13.38,16.38,10.38,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,20,16.04,1.24,100.55,0.0,68.0,7.57,-999.0,12.91,15.83,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,21,20.05,1.14,100.57,0.0,68.56,7.39,-999.0,12.46,15.3,9.62,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,22,26.98,0.96,100.53,0.0,68.81,7.2,-999.0,12.07,14.87,9.26,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,9,23,32.91,0.79,100.48,0.0,68.44,7.08,-999.0,11.74,14.58,8.91,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,0,25.24,0.6,100.45,0.0,69.0,6.96,-999.0,11.4,14.17,8.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,1,344.88,0.6,100.44,0.0,70.75,6.9,-999.0,11.07,13.64,8.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,2,331.04,0.92,100.4,0.0,73.44,6.77,-999.0,10.59,12.88,8.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,3,333.43,1.24,100.4,0.0,77.31,6.77,-999.0,10.11,12.01,8.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,4,333.43,1.42,100.44,0.0,82.12,6.71,-999.0,9.56,11.02,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,5,329.26,1.39,100.46,0.0,84.88,6.71,-999.0,9.25,10.47,8.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,6,316.58,1.2,100.52,0.0,85.94,6.65,-999.0,9.12,10.26,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,7,289.56,1.0,100.59,0.0,86.25,7.26,-999.0,10.42,11.54,9.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,8,259.15,1.33,100.63,0.0,79.62,7.45,-999.0,11.4,13.12,9.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,9,246.65,1.56,100.64,0.0,73.88,8.18,-999.0,13.33,15.62,11.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,10,262.85,2.39,100.62,0.0,58.88,8.06,-999.0,14.94,19.01,10.86,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,11,273.48,2.96,100.51,0.0,56.0,8.18,-999.0,15.55,20.03,11.06,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,12,280.28,3.33,100.42,0.0,55.19,8.3,-999.0,15.88,20.5,11.26,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,13,286.02,3.51,100.3,0.0,56.12,8.48,-999.0,16.06,20.55,11.58,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,14,291.45,3.53,100.23,0.0,58.06,8.54,-999.0,15.98,20.2,11.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,15,297.24,2.66,100.23,0.0,70.06,9.52,-999.0,16.15,18.9,13.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,16,302.63,2.45,100.24,0.0,83.19,9.4,-999.0,14.56,15.98,13.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,17,305.38,2.58,100.28,0.0,81.94,8.36,-999.0,12.87,14.39,11.36,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,18,306.16,2.41,100.32,0.0,80.44,8.06,-999.0,12.4,14.05,10.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,19,303.02,2.21,100.37,0.0,78.75,7.75,-999.0,12.04,13.83,10.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,20,294.03,2.13,100.41,0.0,78.31,7.51,-999.0,11.63,13.47,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,21,281.68,2.16,100.39,0.0,79.19,7.32,-999.0,11.18,12.92,9.43,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,22,271.15,2.34,100.38,0.0,81.81,7.2,-999.0,10.62,12.12,9.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,10,23,264.93,2.65,100.32,0.0,85.81,7.08,-999.0,9.97,11.12,8.83,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,0,262.61,2.91,100.25,0.0,88.88,6.96,-999.0,9.45,10.34,8.56,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,1,262.77,3.04,100.22,0.0,90.81,6.84,-999.0,9.05,9.78,8.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,2,264.04,3.01,100.18,0.0,92.88,6.77,-999.0,8.69,9.25,8.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,3,266.85,2.99,100.16,0.0,95.56,6.71,-999.0,8.37,8.72,8.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,4,270.89,3.01,100.21,0.0,98.12,6.65,-999.0,8.08,8.23,7.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,5,275.5,2.94,100.3,0.0,100.0,6.59,-999.0,7.79,7.79,7.79,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,6,278.88,2.78,100.36,0.0,100.0,6.59,-999.0,7.55,7.55,7.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,7,281.55,2.89,100.45,0.0,89.56,6.9,-999.0,9.33,10.16,8.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,8,275.86,2.6,100.52,0.0,82.62,7.32,-999.0,10.78,12.21,9.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,9,257.71,1.8,100.57,0.0,78.06,8.18,-999.0,12.99,14.87,11.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,10,280.0,2.34,100.52,0.0,55.69,7.63,-999.0,14.5,19.0,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,11,288.9,2.44,100.46,0.0,50.25,7.39,-999.0,14.87,20.19,9.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,12,292.29,2.53,100.37,0.0,49.31,7.45,-999.0,15.12,20.62,9.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,13,294.8,2.61,100.31,0.0,50.12,7.57,-999.0,15.25,20.61,9.89,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,14,297.11,2.55,100.25,0.0,51.81,7.69,-999.0,15.14,20.23,10.04,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,15,298.83,2.12,100.25,0.0,60.44,8.3,-999.0,15.12,18.99,11.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,16,302.13,1.84,100.3,0.0,73.19,8.54,-999.0,14.05,16.42,11.67,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,17,303.89,1.84,100.37,0.0,66.31,7.14,-999.0,12.16,15.24,9.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,18,301.12,1.5,100.43,0.0,64.19,6.77,-999.0,11.66,14.98,8.34,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,19,287.38,1.07,100.52,0.0,61.06,6.47,-999.0,11.33,15.01,7.64,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,20,254.33,0.67,100.53,0.0,60.75,6.29,-999.0,10.94,14.65,7.23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,21,200.89,0.64,100.52,0.0,61.69,6.23,-999.0,10.58,14.17,6.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,22,168.17,0.84,100.51,0.0,65.19,6.16,-999.0,10.05,13.21,6.88,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,11,23,148.1,0.9,100.48,0.0,67.38,6.1,-999.0,9.71,12.62,6.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,0,118.57,0.9,100.44,0.0,69.69,6.1,-999.0,9.41,12.07,6.76,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,1,92.32,1.16,100.43,0.0,74.25,6.1,-999.0,8.87,11.05,6.69,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,2,83.96,1.34,100.38,0.0,77.56,6.04,-999.0,8.49,10.36,6.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,3,81.2,1.23,100.39,0.0,79.31,6.04,-999.0,8.3,10.01,6.61,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,4,80.15,0.96,100.39,0.0,81.75,6.04,-999.0,8.04,9.51,6.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,5,95.93,0.6,100.47,0.0,81.0,6.04,-999.0,8.12,9.66,6.57,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,6,169.33,0.55,100.54,0.0,83.5,6.04,-999.0,7.93,9.26,6.61,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,7,204.12,1.15,100.6,0.0,86.31,6.59,-999.0,8.88,9.97,7.79,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,8,210.29,1.72,100.69,0.0,80.62,6.84,-999.0,10.05,11.65,8.46,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,9,206.69,1.58,100.71,0.0,73.56,7.39,-999.0,11.92,14.23,9.62,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,10,210.79,1.33,100.66,0.0,59.38,7.14,-999.0,13.04,16.99,9.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,11,231.27,0.96,100.58,0.0,54.56,7.08,-999.0,13.55,18.17,8.92,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,12,259.7,0.7,100.47,0.0,52.5,7.14,-999.0,13.98,18.93,9.04,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,13,299.25,0.45,100.38,0.0,51.44,7.14,-999.0,14.13,19.24,9.01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,14,5.29,0.42,100.32,0.0,52.0,7.14,-999.0,14.01,19.03,8.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,15,45.54,0.59,100.29,0.0,57.0,7.51,-999.0,14.05,18.36,9.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,16,51.81,0.75,100.3,0.0,63.69,7.51,-999.0,13.21,16.63,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,17,55.45,1.01,100.36,0.0,61.38,6.65,-999.0,11.71,15.37,8.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,18,59.11,1.11,100.42,0.0,62.94,6.53,-999.0,11.23,14.69,7.77,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,19,58.34,1.1,100.47,0.0,64.25,6.41,-999.0,10.8,14.09,7.51,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,20,63.11,1.24,100.53,0.0,67.0,6.35,-999.0,10.32,13.29,7.36,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,21,71.47,1.52,100.49,0.0,70.06,6.29,-999.0,9.84,12.46,7.22,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,22,77.39,1.83,100.47,0.0,73.0,6.23,-999.0,9.41,11.73,7.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,12,23,84.57,2.06,100.37,0.0,76.69,6.29,-999.0,9.05,11.01,7.11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,0,92.23,2.2,100.31,0.0,79.06,6.23,-999.0,8.65,10.37,6.93,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,1,98.01,2.19,100.28,0.0,79.88,6.04,-999.0,8.19,9.83,6.54,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,2,106.48,2.18,100.26,0.0,82.25,5.98,-999.0,7.87,9.3,6.43,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,3,117.59,2.14,100.26,0.0,85.06,5.98,-999.0,7.57,8.76,6.38,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,4,130.02,2.16,100.31,0.0,88.12,5.98,-999.0,7.29,8.23,6.36,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,5,139.38,2.17,100.4,0.0,91.81,5.98,-999.0,7.04,7.67,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,6,144.89,2.19,100.5,0.0,95.06,6.04,-999.0,6.87,7.26,6.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,7,150.05,2.13,100.56,0.0,89.12,6.47,-999.0,8.44,9.3,7.58,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,8,150.36,2.09,100.62,0.0,82.62,6.84,-999.0,9.76,11.18,8.34,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,9,136.64,1.74,100.6,0.0,74.62,7.45,-999.0,11.82,14.01,9.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,10,128.21,1.4,100.54,0.0,60.44,7.45,-999.0,13.57,17.4,9.73,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,11,106.76,0.68,100.44,0.0,57.62,7.75,-999.0,14.46,18.69,10.23,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,12,9.16,0.25,100.34,0.0,56.12,7.93,-999.0,15.05,19.51,10.59,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,13,326.31,0.76,100.26,0.0,56.06,8.06,-999.0,15.33,19.81,10.87,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,14,340.32,1.14,100.2,0.0,58.38,8.3,-999.0,15.48,19.63,11.32,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,15,1.64,1.37,100.18,0.0,65.06,8.85,-999.0,15.6,18.91,12.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,16,19.84,1.61,100.14,0.0,75.75,8.91,-999.0,14.4,16.51,12.27,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,17,34.11,2.08,100.16,0.0,75.0,7.81,-999.0,12.46,14.62,10.29,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,18,51.19,2.26,100.2,0.0,78.0,7.63,-999.0,11.85,13.72,9.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,19,64.49,2.29,100.22,0.0,78.31,7.32,-999.0,11.23,13.05,9.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,20,73.57,2.04,100.23,0.0,76.38,7.08,-999.0,10.9,12.9,8.89,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,21,83.8,1.74,100.23,0.0,74.88,6.96,-999.0,10.75,12.9,8.59,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,22,92.94,1.53,100.2,0.0,75.44,6.84,-999.0,10.5,12.58,8.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,13,23,103.1,1.28,100.16,0.0,75.44,6.71,-999.0,10.23,12.32,8.14,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,0,114.21,1.1,100.16,0.0,76.44,6.71,-999.0,10.04,12.02,8.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,1,109.01,0.98,100.12,0.0,79.19,6.71,-999.0,9.77,11.5,8.05,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,2,90.0,1.05,100.12,0.0,83.56,6.71,-999.0,9.4,10.74,8.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,3,79.72,1.36,100.13,0.0,88.12,6.71,-999.0,9.04,9.98,8.09,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,4,80.82,1.57,100.16,0.0,91.88,6.71,-999.0,8.73,9.37,8.09,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,5,89.46,1.65,100.22,0.0,94.06,6.71,-999.0,8.56,9.03,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,6,100.89,1.65,100.3,0.0,94.5,6.71,-999.0,8.52,8.96,8.09,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,7,112.08,1.79,100.35,0.0,89.38,7.14,-999.0,9.86,10.7,9.01,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,8,118.24,1.92,100.4,0.0,82.62,7.45,-999.0,11.04,12.47,9.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,9,117.82,1.59,100.41,0.0,75.75,8.06,-999.0,12.91,15.01,10.82,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,10,93.05,1.32,100.37,0.0,63.69,8.36,-999.0,14.83,18.3,11.38,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,11,66.12,1.12,100.33,0.0,61.25,8.85,-999.0,16.05,19.83,12.26,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,12,44.37,1.01,100.25,0.0,61.56,9.28,-999.0,16.71,20.48,12.94,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,13,25.13,0.98,100.19,0.0,62.5,9.52,-999.0,17.06,20.73,13.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,14,13.73,1.05,100.15,0.0,64.81,9.7,-999.0,17.06,20.44,13.69,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,15,12.06,1.05,100.12,0.0,71.56,10.25,-999.0,17.06,19.66,14.46,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,16,9.54,0.99,100.1,0.0,76.69,9.95,-999.0,16.01,18.06,13.97,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,17,5.34,1.09,100.09,0.0,76.12,9.16,-999.0,14.76,16.84,12.67,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,18,358.81,1.13,100.16,0.0,77.94,8.97,-999.0,14.3,16.19,12.39,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,19,352.79,1.24,100.16,0.0,80.44,8.85,-999.0,13.88,15.55,12.22,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,20,348.75,1.4,100.18,0.0,83.12,8.79,-999.0,13.51,14.93,12.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,21,341.66,1.54,100.19,0.0,85.81,8.73,-999.0,13.15,14.33,11.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,22,334.83,1.73,100.23,0.0,88.69,8.67,-999.0,12.77,13.69,11.85,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,14,23,333.54,1.91,100.21,0.0,91.81,8.61,-999.0,12.37,13.03,11.71,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,15,0,337.81,2.15,100.16,0.0,95.31,8.54,-999.0,11.94,12.32,11.57,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,15,1,343.19,2.43,100.13,0.0,98.5,8.42,-999.0,11.51,11.62,11.38,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,15,2,346.13,2.58,100.08,0.0,100.0,8.24,-999.0,11.08,11.08,11.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,15,3,346.38,2.62,100.11,0.0,100.0,8.06,-999.0,10.68,10.68,10.68,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,15,4,348.66,2.58,100.1,0.0,100.0,7.81,-999.0,10.26,10.26,10.26,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
2021,12,15,5,348.08,2.46,100.17,0.0,99.5,7.57,-999.0,9.86,9.9,9.82,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
